fcc9c6c3-0060-54a8-bd2b-9ede7c647ed7: 1
11ce8a2c-8ec9-5baa-ab81-dbe9739fb488: 1
2ef14f5b-21b2-57e5-bb4a-deceed57b58c: 1
d59e2a90-95c3-54b8-bd75-85c010975477: 1
eab812ad-3753-5623-a9fb-8b055c23adde: 1
d60571f6-3370-5615-a911-349c1e04bdc6: 1
a93ccd5a-7606-5617-993f-2fad44b639a1: 1
ee1f72c0-9d7f-553f-b3a5-35b2668b1bc1: 1
602806d7-8162-5422-ba03-a67019071241: 1
2545ef2d-ff1a-51a5-a509-d9b959196675: 1
8c0ba83e-8c12-53b2-a4a7-383d7a117b7b: 1
bafdfd9b-8f5f-5d0e-b8ef-bc4aab2421cc: 1
9d8b011b-04ba-530e-91d6-bf28cb5a18bf: 1
1b2510e6-c481-5f3e-8395-8f285e8e1714: 1
f062d8b2-1c2b-506f-9318-f87b214de35c: 1
dbf1c342-9909-5721-83ad-a329c66d9f8e: 1
3d623e0a-73fb-502e-85fe-532ae64a9b22: 1
e5249263-c280-507d-92c2-138c6faa8427: 1
aad5c3dd-8702-5ba8-bb13-c09f652e7d44: 1
96dba909-5e7d-5c0c-9dde-949976855b82: 1
53188b65-b3c6-55c8-a561-13d464e6fe50: 1
42dba77e-a4cc-58ee-b0f2-bf5a45a253ea: 1
9e227180-0052-5518-b6f4-540b3b658ab5: 1
5f079fe5-9fbb-5acd-9fbe-2508979c594f: 1
e481fae4-fbdd-54c4-97d7-4c59bebaf5ee: 1
11d140cb-c031-52d3-80a4-fd29100e61a3: 1
df311e5e-4450-5f1f-8c5b-e0bc2f3a6d3b: 1
832a7b45-5367-5b50-a449-3b7dfada01d9: 1
b2265125-c78e-5ac2-9b6c-f1376e7e8d50: 1
cc6eaa06-90d7-577d-9c3d-7952139da19f: 1
6f953645-f101-5b26-a132-f8f19ac15651: 1
9fb1a956-a81f-5d79-92e4-34f8e310afce: 1
0a156300-0241-54f4-be65-52eba4ba6ff6: 1
edfb6464-394a-5ea7-8969-fb86764a870f: 1
f2f23265-a43e-54fb-80df-6e24b1e6e525: 1
09afb004-4b38-567b-bc6b-969759c883b4: 1
affabb68-76f4-5866-89ac-ebe488121de3: 1
6df82397-ee21-5ba0-8528-bd5992f01a15: 1
306c1ff1-5357-5da3-8118-ba50bb4c5fd6: 1
304d9416-d9cd-5b0e-8320-fb4184c571f6: 1
bcc2d889-8d3b-5b4e-ad06-52e93a13c626: 0
d0376962-4d92-5faf-aa49-7e5307b41a6d: 0
deb92b73-6cc4-533a-bb46-d49151d06344: 0
7d77c0c6-a90a-5b8b-8fe1-5a5a48038133: 0
dc5460a8-5d2c-565f-9d86-783aaf4c197c: 0
07f3214b-1029-5e0f-9f57-1bcb33c79681: 0
661df723-1e48-5ba3-b40e-cfe0922c1391: 0
f14953b7-7dfa-5308-9d79-f7d78f37ce59: 0
016d0dea-0963-5e52-9139-48e075bdebcb: 0
24ce1b3e-e80c-5baa-85ca-ed4b5a01fe2d: 0
20a4ee42-585c-56b6-8fe0-ab9d8b3e6444: 0
68483496-eb43-5d8e-ab3a-ef9a3e0ce7fa: 0
700048fc-ed6e-539c-b97b-3ea8adb5b7eb: 0
ec5b0469-5db8-52ac-bd3c-4499fa5295a3: 0
057fc5e7-53b6-5ffe-88da-8bb97c8b10f7: 0
18fda276-fdf8-54be-9b34-a3fd9e127dd3: 0
6bac2e1a-bbc4-53fb-bbdb-155b565c22f0: 0
95c61b64-2fa3-5739-bd82-7f048b90d403: 0
c4199fe7-339f-5994-acdc-897b3fd423d7: 0
de206d7f-2d75-586b-ac1c-cbb0f7f63fa2: 0
36556ae0-e115-5be6-b915-b4c2d6a5116d: 0 
53f5d662-27db-5dce-9152-5b34ee8ce0c2: 0
7b2c5da7-033b-5ba3-b0a8-4bfa9dbd2c2a: 0
ef035b03-9d21-524a-820f-0d6c268d1a43: 0
83af4485-9d6e-5894-b2f7-75546a1d32fb: 0
352f240b-35f6-5f50-89ab-fe2bfd081c5f: 0
403c7569-9058-5070-a36c-e7967e650978: 0
424acbbc-0631-556e-a221-c09b27f51d37: 0
f570cf57-6b8d-5cb3-b0b7-1c0f2d9fefa4: 0
fbada915-e371-53a7-9668-41c1901a5498: 0
4df4c4b3-87b9-53ed-a1e3-b67d31eff266: 0
9e310021-58ed-587c-876a-afdf4befa4d4: 0
dfb79f3f-964d-5408-a2cc-52fbf57a8082: 0
4b3ca08c-9fab-59bc-a582-fbb7625e5e40: 0
38047075-72f5-58ad-88fc-5209ab017e93: 0
d420fd1d-12bf-52c1-ac51-d3257ee3a205: 0
186d297d-434f-5c57-b2b5-4324f7ca1c9a: 0
d3733643-6392-5b92-8322-8b15ec1cf7e9: 0
622a8dd1-401c-5ba0-bd5a-f2da7061d43d: 0
d78ff73c-f384-508f-8168-11c36bd8aef1: 0
